event_count,game_time,num_unique_days,elapsed_days,last_world,last_assessment,unique_game_sessions,activity_ct,game_ct,assessment_ct,clip_ct,event_2000_ct,event_2010_ct,event_2020_ct,event_2025_ct,event_2030_ct,event_2035_ct,event_2040_ct,event_2050_ct,event_2060_ct,event_2070_ct,event_2075_ct,event_2080_ct,event_2081_ct,event_2083_ct,event_3010_ct,event_3020_ct,event_3021_ct,event_3110_ct,event_3120_ct,event_3121_ct,event_4010_ct,event_4020_ct,event_4021_ct,event_4022_ct,event_4025_ct,event_4030_ct,event_4031_ct,event_4035_ct,event_4040_ct,event_4045_ct,event_4050_ct,event_4070_ct,event_4080_ct,event_4090_ct,event_4095_ct,event_4100_ct,event_4110_ct,event_4220_ct,event_4230_ct,event_4235_ct,event_5000_ct,event_5010_ct,Bird Measurer (Assessment),Mushroom Sorter (Assessment),Cauldron Filler (Assessment),Chest Sorter (Assessment),Cart Balancer (Assessment)
573,615,2,4,TREETOPCITY,Bird Measurer (Assessment),12,236.0,167.0,165.0,5.0,12.0,1.0,5.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,76.0,5.0,6.0,76.0,5.0,6.0,1.0,29.0,0.0,0.0,28.0,55.0,0.0,23.0,0.0,0.0,0.0,223.0,0.0,2.0,0.0,6.0,4.0,0.0,0.0,0.0,2.0,1.0,69.0,96.0,0.0,0.0,0.0
206,224,2,4,TREETOPCITY,Mushroom Sorter (Assessment),8,106.0,0.0,96.0,4.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,4.0,25.0,0.0,4.0,0.0,24.0,0.0,0.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,96.0,0.0,0.0,0.0
523,550,2,38,TREETOPCITY,Bird Measurer (Assessment),6,337.0,155.0,30.0,1.0,6.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,122.0,6.0,6.0,122.0,6.0,6.0,2.0,32.0,15.0,0.0,34.0,43.0,0.0,3.0,0.0,0.0,0.0,93.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,6.0,30.0,0.0,0.0,0.0,0.0
1529,2224,3,15,TREETOPCITY,Bird Measurer (Assessment),26,684.0,768.0,63.0,14.0,26.0,0.0,29.0,0.0,25.0,0.0,6.0,6.0,2.0,0.0,2.0,7.0,1.0,5.0,223.0,46.0,15.0,222.0,46.0,15.0,6.0,227.0,19.0,36.0,69.0,190.0,0.0,13.0,16.0,10.0,0.0,250.0,0.0,0.0,1.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0
105,113,2,23,CRYSTALCAVES,Cart Balancer (Assessment),7,0.0,69.0,31.0,5.0,7.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,2.0,5.0,13.0,2.0,1.0,18.0,0.0,0.0,0.0,22.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
596,718,4,52,CRYSTALCAVES,Chest Sorter (Assessment),16,159.0,265.0,165.0,7.0,16.0,1.0,16.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,67.0,21.0,8.0,65.0,20.0,8.0,4.0,81.0,0.0,0.0,69.0,105.0,0.0,16.0,2.0,0.0,0.0,72.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,31.0
579,1180,1,0,CRYSTALCAVES,Cart Balancer (Assessment),22,73.0,457.0,36.0,13.0,22.0,2.0,9.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,63.0,12.0,3.0,63.0,12.0,3.0,5.0,31.0,2.0,0.0,0.0,97.0,0.0,22.0,33.0,22.0,0.0,168.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
1818,2656,3,2,CRYSTALCAVES,Chest Sorter (Assessment),42,297.0,1412.0,81.0,23.0,42.0,2.0,33.0,0.0,21.0,0.0,5.0,5.0,1.0,1.0,0.0,5.0,0.0,5.0,244.0,50.0,14.0,244.0,50.0,13.0,10.0,104.0,2.0,2.0,19.0,315.0,0.0,48.0,138.0,57.0,0.0,368.0,0.0,3.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,36.0
1863,2719,3,2,TREETOPCITY,Mushroom Sorter (Assessment),43,297.0,1412.0,126.0,23.0,43.0,2.0,34.0,1.0,21.0,1.0,5.0,5.0,1.0,1.0,0.0,5.0,0.0,5.0,248.0,51.0,17.0,248.0,51.0,16.0,10.0,104.0,2.0,2.0,22.0,315.0,0.0,48.0,138.0,57.0,0.0,389.0,0.0,3.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,45.0,36.0
2210,2882,5,42,MAGMAPEAK,Cauldron Filler (Assessment),57,596.0,1379.0,205.0,30.0,57.0,2.0,72.0,1.0,60.0,1.0,2.0,1.0,5.0,3.0,2.0,6.0,2.0,4.0,193.0,60.0,65.0,189.0,59.0,63.0,15.0,329.0,8.0,3.0,83.0,374.0,21.0,69.0,32.0,7.0,0.0,370.0,0.0,0.0,2.0,30.0,0.0,12.0,0.0,0.0,4.0,4.0,0.0,0.0,31.0,125.0,49.0
1719,2289,4,35,CRYSTALCAVES,Chest Sorter (Assessment),39,393.0,1131.0,174.0,21.0,39.0,2.0,52.0,0.0,44.0,0.0,0.0,0.0,3.0,2.0,1.0,4.0,1.0,3.0,138.0,55.0,51.0,135.0,54.0,51.0,10.0,274.0,0.0,3.0,75.0,309.0,14.0,55.0,28.0,6.0,0.0,279.0,0.0,0.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,49.0
464,470,1,0,CRYSTALCAVES,Cart Balancer (Assessment),8,116.0,317.0,27.0,4.0,8.0,1.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,34.0,15.0,15.0,34.0,15.0,15.0,2.0,50.0,0.0,2.0,0.0,100.0,0.0,22.0,20.0,6.0,0.0,89.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
364,399,2,21,CRYSTALCAVES,Cart Balancer (Assessment),5,0.0,298.0,64.0,2.0,5.0,1.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,42.0,9.0,11.0,42.0,9.0,2.0,48.0,0.0,0.0,9.0,76.0,0.0,12.0,7.0,0.0,0.0,53.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0
1266,1569,2,11,TREETOPCITY,Mushroom Sorter (Assessment),24,499.0,518.0,238.0,11.0,24.0,3.0,49.0,1.0,45.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,162.0,11.0,36.0,160.0,11.0,36.0,4.0,153.0,7.0,13.0,21.0,229.0,11.0,44.0,3.0,0.0,0.0,224.0,0.0,0.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,102.0,67.0,69.0,0.0,0.0
270,273,1,0,TREETOPCITY,Bird Measurer (Assessment),2,0.0,201.0,69.0,0.0,2.0,1.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,7.0,11.0,57.0,7.0,11.0,1.0,19.0,0.0,0.0,8.0,16.0,0.0,0.0,1.0,0.0,0.0,44.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0
2245,2784,1,0,TREETOPCITY,Mushroom Sorter (Assessment),42,726.0,1326.0,169.0,24.0,42.0,2.0,93.0,1.0,88.0,1.0,16.0,15.0,2.0,2.0,0.0,13.0,0.0,13.0,234.0,47.0,58.0,228.0,47.0,58.0,7.0,286.0,27.0,18.0,108.0,315.0,12.0,60.0,12.0,1.0,0.0,395.0,0.0,0.0,1.0,29.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,36.0,0.0,96.0,37.0
2673,3422,1,0,TREETOPCITY,Bird Measurer (Assessment),49,847.0,1568.0,231.0,27.0,49.0,3.0,101.0,1.0,95.0,1.0,16.0,15.0,3.0,3.0,0.0,13.0,0.0,13.0,336.0,51.0,63.0,329.0,51.0,63.0,9.0,303.0,27.0,18.0,125.0,344.0,12.0,69.0,12.0,1.0,0.0,493.0,0.0,0.0,1.0,36.0,3.0,0.0,0.0,0.0,7.0,7.0,62.0,36.0,0.0,96.0,37.0
442,516,1,0,CRYSTALCAVES,Cart Balancer (Assessment),16,219.0,178.0,34.0,11.0,16.0,1.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,25.0,21.0,8.0,24.0,21.0,8.0,2.0,71.0,0.0,3.0,0.0,136.0,0.0,51.0,10.0,1.0,0.0,24.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
1121,1420,1,0,CRYSTALCAVES,Chest Sorter (Assessment),23,354.0,621.0,133.0,13.0,23.0,1.0,27.0,0.0,24.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,88.0,40.0,25.0,85.0,40.0,25.0,4.0,150.0,0.0,3.0,83.0,233.0,0.0,57.0,12.0,1.0,0.0,165.0,0.0,0.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,37.0
205,192,2,19,CRYSTALCAVES,Cart Balancer (Assessment),8,116.0,55.0,29.0,5.0,8.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,3.0,14.0,4.0,3.0,1.0,32.0,0.0,1.0,0.0,59.0,0.0,26.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
998,1167,4,21,MAGMAPEAK,Cauldron Filler (Assessment),25,348.0,535.0,106.0,9.0,25.0,4.0,32.0,2.0,29.0,1.0,5.0,4.0,3.0,2.0,1.0,4.0,1.0,3.0,106.0,12.0,30.0,101.0,12.0,30.0,7.0,142.0,27.0,1.0,19.0,131.0,6.0,34.0,4.0,1.0,0.0,202.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0,27.0,37.0,42.0
309,359,2,19,CRYSTALCAVES,Chest Sorter (Assessment),13,116.0,108.0,79.0,6.0,13.0,3.0,9.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,4.0,9.0,19.0,4.0,9.0,2.0,60.0,0.0,1.0,3.0,67.0,0.0,26.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,42.0
369,646,1,0,TREETOPCITY,Bird Measurer (Assessment),12,263.0,42.0,58.0,6.0,12.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,1.0,1.0,88.0,1.0,1.0,1.0,10.0,0.0,10.0,25.0,40.0,0.0,5.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0
1432,2229,2,30,CRYSTALCAVES,Chest Sorter (Assessment),29,573.0,644.0,202.0,13.0,29.0,1.0,42.0,1.0,36.0,1.0,6.0,5.0,1.0,0.0,1.0,5.0,2.0,3.0,225.0,36.0,35.0,221.0,36.0,35.0,5.0,167.0,10.0,8.0,52.0,179.0,0.0,26.0,18.0,6.0,0.0,228.0,0.0,1.0,3.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,71.0,34.0,0.0,84.0,13.0
1206,1872,2,30,CRYSTALCAVES,Cart Balancer (Assessment),25,527.0,549.0,118.0,12.0,25.0,1.0,37.0,1.0,33.0,1.0,6.0,5.0,0.0,0.0,0.0,5.0,2.0,3.0,207.0,25.0,32.0,203.0,25.0,32.0,4.0,124.0,10.0,8.0,30.0,154.0,0.0,23.0,15.0,6.0,0.0,182.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,71.0,34.0,0.0,0.0,13.0
2405,3452,2,30,MAGMAPEAK,Cauldron Filler (Assessment),48,1095.0,940.0,352.0,18.0,48.0,3.0,63.0,5.0,56.0,3.0,6.0,5.0,2.0,1.0,1.0,6.0,2.0,4.0,376.0,40.0,54.0,371.0,40.0,54.0,8.0,264.0,33.0,19.0,84.0,290.0,0.0,32.0,23.0,8.0,0.0,471.0,0.0,2.0,4.0,10.0,3.0,0.0,3.0,3.0,4.0,4.0,121.0,89.0,45.0,84.0,13.0
175,173,1,0,TREETOPCITY,Mushroom Sorter (Assessment),6,138.0,0.0,34.0,3.0,6.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,4.0,22.0,0.0,4.0,0.0,37.0,0.0,5.0,5.0,34.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0
1874,2728,2,30,TREETOPCITY,Bird Measurer (Assessment),39,851.0,700.0,307.0,16.0,39.0,2.0,47.0,3.0,41.0,1.0,6.0,5.0,1.0,0.0,1.0,5.0,2.0,3.0,298.0,37.0,40.0,294.0,37.0,40.0,6.0,221.0,10.0,19.0,76.0,246.0,0.0,27.0,18.0,6.0,0.0,327.0,0.0,2.0,3.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,121.0,89.0,0.0,84.0,13.0
1139,5680,3,4,TREETOPCITY,Bird Measurer (Assessment),22,235.0,710.0,189.0,5.0,22.0,4.0,36.0,2.0,30.0,2.0,4.0,3.0,4.0,0.0,4.0,6.0,2.0,3.0,118.0,18.0,40.0,117.0,18.0,37.0,11.0,124.0,22.0,3.0,27.0,143.0,15.0,16.0,16.0,4.0,0.0,267.0,0.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,4.0,4.0,45.0,49.0,0.0,62.0,33.0
882,5471,3,4,TREETOPCITY,Mushroom Sorter (Assessment),18,235.0,499.0,144.0,4.0,18.0,3.0,27.0,2.0,23.0,2.0,4.0,3.0,3.0,0.0,3.0,6.0,2.0,3.0,78.0,17.0,33.0,78.0,17.0,31.0,9.0,108.0,22.0,3.0,21.0,132.0,15.0,15.0,16.0,4.0,0.0,167.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,49.0,0.0,62.0,33.0
658,688,2,1,CRYSTALCAVES,Cart Balancer (Assessment),12,235.0,387.0,33.0,3.0,12.0,1.0,19.0,1.0,17.0,1.0,4.0,3.0,1.0,0.0,1.0,6.0,2.0,3.0,65.0,11.0,23.0,65.0,11.0,22.0,6.0,73.0,22.0,3.0,8.0,102.0,15.0,12.0,14.0,4.0,0.0,121.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,33.0
833,951,2,1,CRYSTALCAVES,Chest Sorter (Assessment),17,235.0,499.0,95.0,4.0,17.0,2.0,26.0,1.0,22.0,1.0,4.0,3.0,3.0,0.0,3.0,6.0,2.0,3.0,74.0,17.0,29.0,74.0,17.0,27.0,9.0,104.0,22.0,3.0,18.0,125.0,15.0,14.0,14.0,4.0,0.0,158.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,62.0,33.0
448,353,1,0,CRYSTALCAVES,Chest Sorter (Assessment),15,53.0,87.0,301.0,7.0,15.0,0.0,8.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,10.0,7.0,21.0,10.0,5.0,1.0,68.0,4.0,0.0,17.0,111.0,0.0,9.0,22.0,0.0,0.0,96.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,36.0,200.0
309,227,1,0,CRYSTALCAVES,Cart Balancer (Assessment),11,38.0,0.0,265.0,6.0,11.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,4.0,13.0,5.0,3.0,0.0,54.0,4.0,0.0,3.0,85.0,0.0,7.0,20.0,0.0,0.0,68.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,200.0
1422,1339,1,0,MAGMAPEAK,Cauldron Filler (Assessment),24,555.0,332.0,525.0,10.0,24.0,0.0,49.0,3.0,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,23.0,20.0,130.0,23.0,18.0,2.0,155.0,4.0,0.0,29.0,279.0,0.0,86.0,27.0,0.0,0.0,353.0,0.0,0.0,0.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,50.0,120.0,119.0,36.0,200.0
798,641,1,0,TREETOPCITY,Bird Measurer (Assessment),20,53.0,330.0,406.0,9.0,20.0,0.0,19.0,3.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,22.0,20.0,89.0,22.0,18.0,2.0,86.0,4.0,0.0,29.0,127.0,0.0,9.0,23.0,0.0,0.0,178.0,0.0,0.0,0.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,50.0,120.0,0.0,36.0,200.0
503,399,1,0,TREETOPCITY,Mushroom Sorter (Assessment),16,53.0,87.0,356.0,7.0,16.0,0.0,9.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,11.0,10.0,25.0,11.0,8.0,1.0,72.0,4.0,0.0,20.0,116.0,0.0,9.0,23.0,0.0,0.0,117.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,36.0,200.0
2537,4802,2,8,MAGMAPEAK,Cauldron Filler (Assessment),45,1114.0,1180.0,224.0,19.0,45.0,1.0,83.0,2.0,68.0,2.0,14.0,12.0,3.0,1.0,2.0,13.0,8.0,5.0,361.0,44.0,42.0,353.0,43.0,41.0,9.0,233.0,179.0,10.0,45.0,231.0,2.0,62.0,22.0,6.0,0.0,575.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,89.0,91.0,27.0,17.0
1300,2984,1,0,TREETOPCITY,Mushroom Sorter (Assessment),27,588.0,531.0,171.0,10.0,27.0,1.0,35.0,2.0,25.0,2.0,4.0,3.0,2.0,1.0,1.0,6.0,4.0,2.0,150.0,16.0,23.0,145.0,15.0,22.0,5.0,121.0,117.0,10.0,27.0,125.0,2.0,29.0,22.0,6.0,0.0,337.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,89.0,38.0,27.0,17.0
879,2584,1,0,CRYSTALCAVES,Chest Sorter (Assessment),17,343.0,447.0,82.0,7.0,17.0,1.0,30.0,0.0,24.0,0.0,4.0,3.0,1.0,1.0,0.0,5.0,4.0,1.0,112.0,13.0,18.0,109.0,12.0,17.0,3.0,99.0,6.0,5.0,19.0,98.0,0.0,27.0,13.0,5.0,0.0,227.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,27.0,17.0
730,928,1,0,CRYSTALCAVES,Cart Balancer (Assessment),14,222.0,447.0,55.0,6.0,14.0,1.0,28.0,0.0,24.0,0.0,4.0,3.0,1.0,1.0,0.0,5.0,4.0,1.0,74.0,12.0,18.0,72.0,11.0,17.0,3.0,71.0,6.0,5.0,0.0,94.0,0.0,26.0,13.0,5.0,0.0,213.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,17.0
2070,2520,2,17,TREETOPCITY,Mushroom Sorter (Assessment),44,1336.0,628.0,81.0,25.0,44.0,2.0,100.0,3.0,92.0,3.0,7.0,6.0,2.0,2.0,0.0,9.0,2.0,6.0,281.0,5.0,37.0,274.0,5.0,36.0,6.0,279.0,9.0,70.0,31.0,369.0,5.0,45.0,17.0,6.0,0.0,301.0,0.0,1.0,1.0,2.0,0.0,6.0,2.0,2.0,1.0,1.0,0.0,81.0,0.0,0.0,0.0
54,49,1,0,CRYSTALCAVES,Chest Sorter (Assessment),2,0.0,0.0,53.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,3.0,2.0,0.0,8.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0
1591,1957,2,26,MAGMAPEAK,Cauldron Filler (Assessment),34,580.0,809.0,186.0,16.0,34.0,2.0,53.0,4.0,45.0,3.0,12.0,10.0,2.0,2.0,0.0,9.0,0.0,9.0,255.0,16.0,38.0,250.0,16.0,38.0,8.0,157.0,22.0,10.0,31.0,152.0,6.0,18.0,14.0,2.0,0.0,269.0,0.0,0.0,1.0,7.0,2.0,16.0,36.0,36.0,3.0,3.0,0.0,43.0,66.0,77.0,0.0
134,217,1,0,CRYSTALCAVES,Chest Sorter (Assessment),2,57.0,0.0,77.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,2.0,19.0,0.0,2.0,0.0,26.0,0.0,0.0,11.0,24.0,0.0,3.0,2.0,0.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0
1154,1446,2,26,TREETOPCITY,Mushroom Sorter (Assessment),23,423.0,600.0,120.0,11.0,23.0,2.0,38.0,4.0,34.0,3.0,12.0,10.0,1.0,1.0,0.0,9.0,0.0,9.0,147.0,9.0,31.0,144.0,9.0,31.0,5.0,133.0,22.0,10.0,24.0,125.0,6.0,12.0,10.0,2.0,0.0,191.0,0.0,0.0,1.0,2.0,0.0,16.0,36.0,36.0,3.0,3.0,0.0,43.0,0.0,77.0,0.0
177,139,1,0,TREETOPCITY,Mushroom Sorter (Assessment),9,130.0,0.0,40.0,7.0,9.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,4.0,22.0,0.0,4.0,0.0,28.0,0.0,0.0,3.0,32.0,0.0,0.0,2.0,0.0,0.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0
724,949,1,0,MAGMAPEAK,Cauldron Filler (Assessment),12,380.0,314.0,26.0,4.0,12.0,1.0,34.0,2.0,33.0,2.0,3.0,3.0,2.0,1.0,1.0,4.0,2.0,2.0,99.0,3.0,28.0,98.0,3.0,27.0,4.0,84.0,28.0,0.0,8.0,99.0,12.0,15.0,8.0,2.0,0.0,88.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,4.0,4.0,0.0,0.0,26.0,0.0,0.0
912,1132,1,0,CRYSTALCAVES,Cart Balancer (Assessment),21,388.0,461.0,54.0,9.0,21.0,1.0,41.0,2.0,39.0,2.0,3.0,3.0,2.0,1.0,1.0,6.0,3.0,2.0,115.0,14.0,36.0,114.0,14.0,34.0,6.0,106.0,28.0,0.0,8.0,139.0,12.0,20.0,17.0,6.0,0.0,99.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,4.0,4.0,0.0,0.0,26.0,0.0,28.0
1287,1647,1,0,CRYSTALCAVES,Chest Sorter (Assessment),27,502.0,682.0,92.0,11.0,27.0,2.0,60.0,2.0,57.0,2.0,3.0,3.0,3.0,1.0,2.0,6.0,3.0,2.0,167.0,15.0,55.0,165.0,15.0,53.0,8.0,149.0,28.0,0.0,48.0,176.0,12.0,21.0,20.0,6.0,0.0,144.0,0.0,0.0,1.0,17.0,0.0,2.0,2.0,2.0,4.0,4.0,0.0,0.0,26.0,38.0,28.0
853,6728,2,1,CRYSTALCAVES,Cart Balancer (Assessment),21,133.0,378.0,335.0,7.0,21.0,4.0,22.0,3.0,15.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,88.0,38.0,26.0,84.0,37.0,26.0,7.0,86.0,3.0,0.0,42.0,91.0,6.0,12.0,3.0,0.0,0.0,213.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,101.0,46.0,83.0,74.0,31.0
713,6601,2,1,TREETOPCITY,Mushroom Sorter (Assessment),15,133.0,372.0,203.0,5.0,15.0,3.0,18.0,3.0,14.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,82.0,29.0,25.0,80.0,29.0,25.0,6.0,78.0,3.0,0.0,26.0,67.0,6.0,12.0,3.0,0.0,0.0,173.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,83.0,74.0,0.0
556,6427,2,1,CRYSTALCAVES,Chest Sorter (Assessment),10,133.0,263.0,157.0,3.0,10.0,2.0,13.0,0.0,10.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,71.0,16.0,17.0,69.0,16.0,17.0,4.0,58.0,3.0,0.0,23.0,44.0,6.0,9.0,3.0,0.0,0.0,152.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,74.0,0.0
812,6687,2,1,TREETOPCITY,Bird Measurer (Assessment),17,133.0,372.0,301.0,6.0,17.0,3.0,19.0,3.0,14.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,84.0,38.0,25.0,82.0,37.0,25.0,6.0,78.0,3.0,0.0,42.0,83.0,6.0,12.0,3.0,0.0,0.0,207.0,0.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,98.0,46.0,83.0,74.0,0.0
401,509,1,0,MAGMAPEAK,Cauldron Filler (Assessment),8,52.0,263.0,83.0,3.0,8.0,2.0,11.0,0.0,10.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,43.0,9.0,17.0,42.0,9.0,17.0,4.0,33.0,3.0,0.0,8.0,26.0,6.0,8.0,1.0,0.0,0.0,138.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0
198,285,1,0,CRYSTALCAVES,Cart Balancer (Assessment),3,0.0,179.0,18.0,1.0,3.0,1.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,26.0,2.0,10.0,26.0,2.0,10.0,1.0,13.0,0.0,0.0,0.0,40.0,0.0,1.0,25.0,1.0,0.0,7.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
